protein_seq_id,n_peptides,n_modified_sites
262688,1,3
262876,1,1
263029,1,2
263134,1,1
263139,1,1
263263,1,2
263447,1,2
263488,1,1
263515,1,2
263517,1,1
263718,1,2
263777,1,3
263834,1,1
263888,1,2
263936,1,2
263974,1,2
264232,1,2
264300,1,2
264396,1,1
264477,1,1
264538,1,0
265052,1,2
265128,1,1
265316,1,1
265391,1,2
265413,1,1
265586,1,1
265725,1,1
265940,1,1
265949,1,2
266073,1,2
266226,1,6
266249,1,3
266265,1,1
266375,1,1
266406,1,3
266541,1,2
266542,1,2
266693,1,3
266789,1,2
266971,1,0
267035,1,2
267065,1,1
267226,1,1
267238,1,0
267395,1,1
267399,1,2
267541,1,1
267549,1,2
267568,1,2
267683,1,1
267842,1,2
268023,1,1
268415,1,2
268500,2,1
269258,1,1
269348,1,1
269428,1,4
269679,1,3
269783,1,2
270009,1,1
270013,1,2
270045,1,1
270057,1,2
270127,1,1
270230,1,0
270255,1,0
270623,1,2
270697,1,0
270813,1,1
270873,1,1
270890,1,1
271083,1,2
271336,1,1
271340,1,1
271342,1,1
271395,1,3
271473,2,2
271521,1,1
271612,1,2
271667,1,0
271813,1,3
271866,1,2
271906,1,2
271932,1,1
271956,1,1
272167,1,0
272205,1,0
272315,1,1
272316,1,2
272328,1,1
272492,1,1
272503,1,2
272573,1,1
272583,1,3
272738,1,1
272794,1,1
272856,1,0
272857,1,1
272978,1,3
273116,1,0
273248,1,1
273440,1,2
273447,1,2
273448,1,2
273449,1,2
273485,1,2
273638,1,2
273661,1,2
273666,1,2
273667,1,2
273838,1,2
274057,1,2
274111,1,0
274303,1,0
274399,1,7
274416,1,2
274565,1,1
274570,1,2
274879,1,1
274929,1,2
274935,1,1
274938,1,1
274982,1,1
275023,1,1
275032,2,3
275153,1,1
275399,1,1
275541,1,2
275750,1,3
275847,1,1
275850,1,1
276112,1,1
276472,1,2
276501,1,2
276563,1,2
276620,1,1
276650,1,2
276707,1,3
276711,1,3
276716,1,3
276718,1,3
276741,1,2
276743,1,2
276745,1,1
276904,1,1
277035,1,2
277052,1,1
277104,1,1
277166,1,1
277193,1,2
277290,1,1
277439,2,12
277443,5,22
277447,1,2
277450,4,22
277453,1,3
277461,2,12
277503,1,2
277900,1,0
277998,1,4
278313,1,1
278380,1,2
278442,1,0
278444,1,3
278628,1,0
278647,1,0
278663,1,0
278664,1,0
278666,2,2
278685,1,0
278725,1,0
278746,1,0
278869,1,0
278889,1,0
278902,1,0
278905,1,0
279028,1,2
279087,1,2
279282,1,2
279306,1,0
279504,1,2
279543,1,0
279790,1,0
279813,1,2
279870,1,2
279885,1,3
279950,1,0
280457,1,2
280519,1,1
280601,1,1
280638,1,1
280761,1,0
280911,1,3
280969,1,1
280974,1,2
281116,1,1
281138,1,2
281144,1,2
281172,1,2
281191,1,1
281333,1,1
281373,1,1
281381,1,1
281489,1,1
281589,1,1
281987,1,1
282043,1,3
282247,1,1
282258,1,1
282305,1,1
282505,1,2
282672,1,1
282744,1,1
282879,1,1
282888,1,1
283101,1,2
283194,1,1
283222,1,2
283279,1,2
283284,1,1
283294,1,1
283340,1,2
283553,1,1
283860,1,1
283861,2,3
284147,1,3
284628,1,2
284967,1,3
285011,1,3
285079,1,2
285192,1,1
285410,1,1
285442,1,1
285548,1,1
285763,1,2
285846,1,0
286138,1,1
286351,1,2
286380,1,2
286610,1,1
286802,1,2
286979,2,4
286982,1,1
286990,2,4
287099,1,3
287160,1,1
287189,1,1
287444,1,2
287500,1,1
287609,1,2
287752,1,1
287785,1,2
287818,1,3
287859,4,0
287870,1,0
287942,1,0
287962,1,0
288053,1,0
288223,1,1
288324,1,3
288356,1,1
288473,1,2
288572,1,3
288576,1,2
288645,2,0
288669,1,2
288684,1,2
288770,1,3
289097,1,0
289170,1,1
289245,1,1
289364,1,1
289434,1,0
289456,1,2
289718,2,1
289807,1,1
290005,1,3
290059,1,1
290216,1,2
290222,1,2
290291,1,1
290332,1,2
290393,1,2
290447,1,1
290600,1,2
290766,1,0
290957,1,2
291008,1,1
291073,1,1
291074,1,4
291121,1,1
291159,1,2
291251,1,1
291333,1,2
291475,1,1
291533,1,1
291720,1,1
291822,1,1
291862,1,2
291980,1,1
292067,1,1
292170,1,1
292268,1,2
292327,1,2
292515,1,1
292533,1,1
292590,1,1
292890,1,1
292921,1,1
293134,1,2
293151,1,1
293213,1,1
293233,1,2
293250,1,4
293326,1,1
293587,1,1
293736,1,2
293753,1,1
293900,1,0
294011,1,3
294061,1,1
294129,1,2
294177,1,1
294503,1,0
294591,1,1
294698,2,1
294747,1,1
294768,1,3
294783,1,4
294937,1,1
295004,1,2
295054,1,1
295198,1,1
295221,1,1
295594,1,2
295667,1,2
295679,1,1
295702,1,2
295831,1,2
295907,1,0
296300,1,2
296301,1,2
296337,1,1
296386,1,1
296388,1,2
296883,1,0
296991,1,0
297004,1,1
297084,1,1
297239,1,1
297255,1,1
297365,1,2
297445,1,1
297838,1,3
297991,1,1
298104,1,0
298181,1,1
298247,1,1
298346,1,3
298372,1,1
298526,1,1
298559,1,1
298635,1,1
298638,1,1
298659,1,0
298664,2,0
298852,1,1
298958,1,1
298974,1,2
299030,1,1
299087,1,1
299096,1,0
299125,1,0
299161,1,2
299270,1,0
299296,1,1
299629,1,0
299642,1,2
299728,1,1
299903,1,1
300033,1,2
300335,1,2
300455,1,4
300671,1,3
300761,1,0
300776,1,0
300791,1,1
300929,1,0
300938,1,1
300992,1,1
301124,1,3
301131,1,2
301243,1,1
301560,1,3
301638,2,3
301655,1,0
301843,1,2
301869,2,5
301947,1,3
301949,1,1
301952,1,4
302034,1,4
302035,1,1
302266,1,1
302469,1,1
302474,1,1
302482,1,1
302523,1,0
302570,1,1
302659,1,1
302806,1,1
302840,1,2
302865,1,0
302874,1,2
302933,1,1
302991,1,1
303010,1,0
303022,1,1
303032,1,1
303196,1,0
303234,1,1
303287,1,2
303289,1,1
303329,1,0
303409,1,1
303432,1,1
303680,1,0
303776,1,3
303834,1,2
303861,1,1
303891,2,6
303893,1,0
303912,1,1
303936,1,1
304299,1,1
304645,1,2
304739,1,2
304748,1,2
304845,1,2
304897,1,1
304932,1,3
304997,1,1
305110,1,3
305439,1,3
305466,1,3
305532,1,2
305721,1,2
305854,1,1
305862,1,1
305907,1,1
305955,1,1
306167,1,4
306275,1,1
306336,1,1
555727,1,1
555742,2,2
555752,1,1
555775,1,0
555786,1,2
555794,1,1
555842,1,1
555860,1,1
555900,1,1
555917,1,2
556050,3,4
556072,1,1
556078,1,1
556082,2,8
556085,1,1
556097,2,3
556117,1,4
556186,2,4
556191,1,1
556242,1,1
556248,1,3
556251,3,8
556258,1,2
556260,1,4
556263,2,3
556265,1,4
556266,3,4
556270,7,13
556302,1,3
556303,1,1
556313,3,8
556324,3,19
556330,3,5
556335,3,7
556384,2,4
556388,1,5
556406,1,0
556407,1,2
556409,1,1
556413,1,2
556418,1,4
556449,5,16
556450,4,11
556462,2,4
556470,1,1
556479,1,0
556548,1,3
556555,1,0
556557,1,4
556576,1,0
556580,2,5
556587,3,4
556624,4,13
556626,1,1
556629,2,5
556632,1,4
556642,1,1
556646,1,1
556659,1,3
556688,1,0
556693,1,3
556740,2,6
556742,1,1
556758,1,1
556766,1,0
556768,2,2
556769,1,2
556774,1,3
556784,1,1
556787,2,1
556788,1,0
556791,1,0
556804,2,12
556805,1,1
556810,1,1
556821,2,4
556825,1,2
556828,2,5
556845,1,2
556846,3,8
556849,1,2
556859,3,18
556863,1,1
556868,1,2
556923,2,3
556956,2,9
556957,2,17
556974,1,2
556975,1,1
556977,1,2
557004,3,8
557059,2,6
557068,1,2
557072,1,1
557079,1,3
557084,1,1
557103,1,1
557109,1,1
557124,1,2
557143,1,2
557157,1,0
557162,1,2
557163,1,4
557189,1,0
557211,1,5
557219,1,4
557223,1,4
557225,1,5
557242,1,0
557247,3,3
557254,3,6
557268,4,16
557269,1,1
557270,9,26
557271,2,4
557272,8,30
557274,3,9
557281,6,25
557282,1,1
557284,1,2
557286,1,1
557290,3,6
557335,1,5
557341,1,3
557342,1,1
557347,2,1
557383,1,0
557387,2,6
557390,1,9
557399,8,29
557401,3,20
557419,1,1
557423,1,1
557425,4,6
557427,1,1
557454,1,5
557456,1,7
557467,1,2
557479,1,2
557493,1,2
557506,1,2
557510,1,2
557540,1,1
557551,1,0
557556,1,1
557594,1,1
557656,1,3
557669,3,3
557679,1,1
557687,2,2
557694,1,3
557696,3,9
557703,1,4
557707,2,10
557713,1,1
557727,1,1
557729,1,1
557752,1,1
557757,1,2
557775,1,2
557834,3,25
557840,2,6
557841,2,5
557842,2,2
557870,1,2
557902,3,6
557918,2,3
557927,1,1
557935,1,1
557940,1,1
557948,1,1
557974,1,1
558004,2,5
558141,1,0
558261,1,1
558264,1,1
558510,1,2
558525,2,5
558531,3,20
558538,3,8
558542,1,3
558543,1,2
558568,2,3
558572,2,3
558581,1,1
558587,1,3
558607,2,5
558616,2,8
558618,1,2
558625,1,1
558626,1,4
558628,2,3
558630,3,24
558656,4,14
558694,9,13
558717,1,9
558725,1,3
558726,1,0
558739,5,7
558757,1,0
558774,1,1
558775,1,1
558776,1,2
558777,5,13
558789,1,1
558871,1,3
558896,1,0
559051,1,2
559142,1,1
559352,1,2
559358,1,0
559479,2,8
559481,4,19
559493,5,16
559495,3,4
559496,1,1
559501,2,4
559502,1,2
559511,2,4
559518,1,1
559519,3,9
559520,2,2
559524,6,9
559525,1,3
559532,1,2
559534,1,1
559539,1,2
559544,2,1
559557,3,9
559560,1,1
559584,1,3
559592,2,8
559603,2,5
559605,1,1
559617,1,2
559636,1,3
559637,3,7
559638,2,4
559657,1,1
559666,1,5
559674,1,3
559675,1,8
559678,3,6
559679,1,3
559682,1,2
559683,2,1
559685,1,2
559709,1,3
559715,1,2
559740,4,11
559763,1,3
559775,2,1
559783,1,1
559799,1,1
559804,3,8
559818,1,1
559833,1,1
560003,1,0
560016,1,1
560183,1,1
560210,1,2
560607,1,3
560611,1,3
560631,1,2
560693,1,0
560695,2,4
560712,2,15
560713,8,38
560752,2,4
560753,1,2
560763,1,1
560767,1,0
560774,1,1
560828,1,2
560902,1,0
561194,1,1
561211,1,1
561246,1,0
561346,1,0
561478,2,2
561562,1,1
561564,2,4
561565,1,3
561566,2,5
561624,1,1
561641,1,0
561660,1,0
561734,3,4
561778,1,2
561928,1,2
562051,3,17
562073,2,2
562093,1,2
562101,1,2
562147,1,0
562188,1,2
562208,1,1
562244,2,7
562341,2,3
562342,1,1
562366,1,1
562374,1,3
562379,2,4
562385,2,6
562467,1,2
562667,2,3
562670,1,1
562672,2,3
562705,1,2
562736,1,1
562746,1,1
562801,1,1
562814,1,8
562816,1,8
562819,3,4
562837,2,2
562844,1,7
562854,1,0
562856,1,1
562881,2,3
562931,3,3
562937,1,2
562943,1,3
562977,1,1
562986,1,2
563052,1,1
563066,1,1
563067,5,16
563080,2,4
563084,3,4
563087,1,1
563108,1,1
563143,1,2
563161,1,1
563172,1,3
563178,2,1
563196,1,3
563249,1,0
563302,1,1
563312,2,4
563377,2,7
563389,1,1
563399,1,1
563415,1,3
563419,1,2
563421,1,1
563424,2,1
563433,1,2
563448,1,1
563467,1,2
563475,1,1
563492,1,2
563507,2,6
563514,1,1
563556,1,1
563590,1,2
563598,1,2
563602,1,3
563617,1,1
563625,1,1
563626,1,2
563627,1,1
563691,1,3
563710,1,2
563806,2,5
563810,1,1
563862,1,0
563866,5,22
563923,5,22
563927,1,0
563941,1,2
563949,1,3
563958,1,0
563965,4,9
563966,2,3
563986,12,38
563988,1,3
564015,3,5
564027,1,2
564055,1,1
564056,1,3
564057,1,1
564134,1,3
564140,1,2
564185,1,1
564187,1,1
564222,1,1
564243,2,0
564251,3,5
564252,2,5
564254,1,5
564259,2,8
564287,1,3
564289,1,1
564296,1,3
564357,3,6
564358,1,0
564379,2,5
564416,2,5
564420,1,1
564442,1,1
564447,1,1
564455,1,3
564465,6,19
564472,2,4
564528,1,1
564580,3,7
564587,1,1
564599,1,4
564603,9,23
564604,1,1
564617,4,11
564641,1,1
564670,1,1
564698,6,13
564703,1,2
564708,3,0
564712,1,0
564713,1,0
564744,1,1
564749,2,7
564764,2,3
564814,1,1
564821,1,1
564830,1,1
564847,1,9
564850,5,13
564880,1,1
564949,1,1
564953,2,2
564956,3,11
564958,1,1
564988,1,1
564999,5,15
565000,2,10
565001,1,1
565017,1,8
565024,1,1
565040,1,0
565044,1,5
565062,4,19
565065,1,0
565100,4,10
565116,2,2
565181,1,2
565187,1,4
565197,1,2
565241,1,4
565247,1,4
565349,1,3
565362,1,2
565418,1,1
565512,1,0
565732,1,1
565766,1,1
565767,1,1
565775,1,2
565847,1,1
565911,1,1
566025,7,17
566035,1,1
566040,1,1
566045,1,9
566071,1,1
566076,3,7
566083,5,6
566097,2,4
566098,1,1
566101,1,2
566111,1,2
566178,1,1
566184,1,1
566433,1,2
566497,2,4
566564,1,1
566784,1,1
566806,1,1
567090,1,1
567248,1,1
567317,1,3
567425,1,2
567535,1,1
567542,1,1
567558,1,1
567561,1,1
567562,1,4
567569,1,5
567626,1,1
567628,1,1
567647,1,1
567830,1,1
567951,1,1
568186,1,2
568197,1,2
568224,1,0
568238,1,1
568329,1,1
568376,1,1
568395,1,1
568396,4,6
568397,1,3
568484,3,0
568493,1,2
568515,1,3
568619,1,1
568678,1,2
568699,1,2
568709,1,1
568765,1,1
568892,1,2
568894,1,1
568997,1,1
569169,1,4
569360,1,2
569491,1,1
569500,1,0
569632,1,1
569696,1,2
569764,1,1
569785,1,1
569811,1,1
569824,1,1
569834,1,2
569848,1,1
569853,1,4
569861,1,1
569881,1,0
569901,1,3
569934,2,7
569996,1,1
570026,1,2
570189,1,1
570376,1,1
570390,1,2
570671,1,1
570764,1,1
570823,2,4
570886,1,0
570894,1,1
570903,2,0
570917,1,1
570942,1,3
570950,2,2
570953,1,1
570955,3,4
570964,2,8
570968,1,1
570970,1,1
571005,1,1
571021,2,3
571038,3,4
571042,1,2
571073,1,2
571110,1,1
571113,1,3
571148,2,2
571151,1,4
571169,3,6
571200,5,9
571211,1,1
571228,1,2
571261,1,2
571266,1,2
571276,1,1
571278,2,5
571286,4,15
571287,3,5
571320,1,2
571336,1,2
571350,2,0
571417,3,9
571428,1,1
571431,1,1
571437,1,1
571439,2,2
571441,1,4
571469,1,5
571489,1,2
571503,1,4
571504,4,4
571513,1,1
571516,2,4
571580,1,6
571605,3,8
571611,1,0
571641,1,1
571644,1,1
571646,1,1
571669,1,5
571690,1,1
571693,1,6
571696,1,1
571743,1,1
571746,1,1
571750,1,7
571759,1,4
571770,1,1
571779,1,2
571836,1,1
571850,1,0
571913,2,3
571914,1,4
571958,4,6
571960,1,2
571963,1,3
571964,4,7
571982,3,5
571985,1,2
572029,1,2
572030,1,1
572076,3,5
572159,1,1
572252,1,1
572264,1,1
572270,1,1
572273,1,1
572276,1,1
572279,1,2
572280,1,2
572336,1,1
572343,3,3
572370,6,11
572379,4,2
572421,4,10
572422,12,34
572435,7,19
572438,1,2
572442,1,2
572445,1,4
572452,2,3
572459,1,1
572482,4,6
572490,1,1
572500,1,2
572520,5,8
572629,1,1
572636,1,1
572638,4,23
572639,2,5
572673,4,14
572678,3,6
572702,1,1
572717,1,9
572719,1,1
572721,1,2
572725,1,2
572772,1,1
572773,1,3
572777,2,1
572780,3,20
572783,4,19
572786,1,2
572831,2,3
572902,1,1
572943,1,2
573053,1,4
573056,2,1
573063,1,0
573338,1,1
573350,2,1
573381,2,3
573383,2,16
573406,1,1
573408,2,3
573410,1,7
573446,2,4
573532,1,1
573636,1,1
573723,1,1
573829,1,1
573831,1,1
574094,1,1
574099,1,4
574343,1,0
574356,1,0
574359,1,2
574464,1,1
574611,1,1
574816,1,2
575031,1,2
575431,1,2
575609,1,1
575944,1,1
576147,1,2
576194,1,1
576229,3,2
576230,1,4
576235,1,2
576385,1,1
576532,2,0
576757,1,2
576844,1,1
576969,1,1
577002,1,2
577005,1,2
577265,2,1
577322,1,1
577338,1,0
577398,1,1
577531,1,2
577786,1,2
578012,1,1
578177,1,2
578349,1,2
578350,1,2
578366,1,0
578417,3,1
578423,2,1
578424,3,9
578425,1,1
578431,1,1
578445,1,1
578482,1,1
578556,1,0
578594,1,1
578595,2,2
578596,1,1
578598,4,5
578612,1,2
578624,1,2
578626,1,2
578631,1,3
578652,1,1
578661,2,4
578666,1,0
578671,1,1
578702,1,2
578765,1,0
578780,1,1
578815,1,2
578946,1,1
578948,1,1
579100,1,1
579263,1,0
579275,1,1
579283,4,10
579308,3,7
579323,2,6
579368,2,6
579370,1,1
579373,2,2
579444,1,1
579446,2,2
579479,2,4
579480,1,2
579528,1,0
579545,1,1
579547,1,1
579561,5,9
579564,2,6
579602,2,3
579603,2,5
579645,1,1
579680,1,0
579683,1,0
579699,1,1
579708,1,1
579764,1,1
579775,1,1
579778,1,2
579783,2,2
579785,1,7
579810,2,4
579826,1,2
579838,1,1
579839,1,1
579903,1,0
579911,1,1
579916,1,1
579924,1,1
579955,3,2
579962,3,11
579964,3,10
579986,1,4
579996,1,1
580002,1,2
580018,2,1
580080,1,1
580087,1,1
580100,3,9
580124,1,3
580126,1,3
580137,2,4
580201,2,4
580202,1,1
580225,2,2
580232,3,4
580238,1,7
580245,2,13
580246,1,3
580248,2,3
580258,1,4
580268,2,5
580416,1,2
580417,11,23
580438,1,1
580481,1,1
580538,1,2
580569,1,2
580639,1,1
580668,2,4
580681,1,2
580685,1,2
580688,1,2
580702,1,1
580739,1,1
580740,1,1
580743,1,1
580745,1,1
580746,2,2
580753,1,4
580754,1,0
580761,1,0
580767,1,2
580808,1,3
580840,1,0
580850,1,1
580859,2,3
580866,1,1
580871,1,3
580873,1,2
580899,10,18
580900,10,18
580902,2,1
580905,3,8
580937,1,1
580940,1,1
580960,1,1
580961,1,2
580975,1,2
580985,1,2
580993,1,1
581010,1,4
581011,1,3
581016,1,3
581023,2,5
581026,2,5
581035,1,2
581057,1,1
581060,1,1
581062,6,15
581129,2,4
581130,1,0
581325,4,11
581327,4,7
581419,2,1
581435,1,3
581436,3,9
581458,1,2
581469,1,1
581474,1,1
581485,1,2
581491,1,1
581501,1,4
581504,1,1
581540,1,1
581548,1,6
581571,1,1
581588,1,1
581640,1,0
581663,1,2
581696,1,1
581701,4,12
581702,1,3
581716,3,4
581721,1,1
581733,2,4
581739,1,2
581741,1,2
581742,4,8
581763,2,2
581769,2,14
581866,1,0
581900,2,1
581902,3,4
581915,1,1
581916,4,12
581970,1,2
581971,1,3
581979,1,1
581993,1,1
581994,1,4
581997,1,2
582000,3,4
582002,4,8
582012,2,4
582018,1,5
582111,1,2
582122,1,1
582138,1,2
582153,2,1
582178,3,12
582207,1,1
582208,3,6
582212,1,2
582251,5,19
582253,2,3
582257,14,44
582258,1,16
582280,1,4
582282,2,5
582283,1,6
582318,1,1
582434,1,1
582448,1,2
582453,1,2
582476,1,3
582515,1,2
582551,1,2
582589,1,1
582595,1,3
582596,1,2
582602,1,1
582623,1,1
582685,3,6
582702,1,1
582708,2,13
582709,1,1
582815,1,0
582851,1,4
583087,1,3
583261,1,1
583412,1,2
583584,1,1
583589,1,2
583756,1,1
583779,1,3
583858,1,2
583938,1,0
583951,1,3
584022,1,1
584090,1,1
584170,1,3
584172,1,1
584203,1,1
584230,1,1
584235,4,7
584259,1,3
584271,2,7
584296,1,4
584321,1,0
584322,1,4
584352,1,1
584359,1,1
584376,2,2
584377,2,3
584382,5,8
584426,1,3
584457,1,1
584485,1,1
584598,1,2
584608,1,1
584744,1,2
584796,1,1
584904,1,4
584955,1,0
585107,1,1
585164,3,5
585236,1,1
585337,1,1
585433,1,2
585516,1,2
585538,1,2
585569,1,4
585708,1,1
585804,1,1
585832,1,1
586152,1,4
586235,1,1
586282,1,1
586283,2,2
586287,1,1
586907,2,6
586912,2,8
586934,1,1
586950,1,1
586963,1,4
586964,1,2
586966,1,3
586970,1,3
587027,3,4
587037,1,3
587041,4,9
587062,1,2
587066,1,1
587091,1,3
587092,1,3
587104,3,15
587105,1,2
587114,1,1
587159,3,4
587162,1,4
587175,1,2
587178,1,1
587319,1,0
587430,1,3
587490,1,1
587562,1,2
587743,1,1
587858,1,0
587860,1,0
588006,1,1
588137,1,3
588242,1,1
588380,1,1
588454,1,1
588694,1,1
588899,1,1
589001,1,1
589035,1,1
589114,1,1
589153,1,1
589156,1,12
589180,1,3
589207,1,1
589250,2,3
589267,1,4
589269,1,4
589272,1,1
589344,1,2
589346,1,2
589357,1,2
589382,1,2
589395,1,15
589396,1,13
589420,2,7
589441,2,6
589446,4,7
589469,1,2
589496,1,3
589553,2,1
589590,3,9
589597,1,3
589602,1,2
589603,2,4
589605,3,4
589609,6,15
589625,1,1
589673,1,0
589699,1,2
589780,1,1
589782,1,0
589839,1,1
590120,1,2
590155,1,1
590246,1,2
590304,1,1
590355,2,4
590783,1,1
590789,1,1
590796,1,1
590800,11,40
590869,1,2
590872,1,3
590878,2,2
590925,1,1
590938,1,3
590947,2,2
590952,1,3
590968,1,0
590980,1,1
590983,1,2
590988,2,4
591037,1,3
591074,4,15
591100,1,6
591177,1,2
591182,1,2
591204,1,3
591210,1,7
591270,1,2
591271,3,11
591275,1,1
591320,3,0
591483,1,1
591606,1,1
591657,1,1
591665,1,1
591677,1,2
591743,1,1
591744,1,1
591775,2,4
591776,2,4
591777,1,4
591791,6,28
591792,11,60
591826,1,6
591841,5,14
591844,1,2
591852,1,2
591855,1,1
591857,1,2
591859,1,2
591860,1,1
591862,1,6
591870,1,1
591880,2,5
591881,8,20
591885,5,19
591939,1,3
591948,1,4
591949,1,1
591959,1,1
591960,1,3
591966,1,3
591993,1,4
591994,3,9
592011,3,8
592064,1,1
592075,3,9
592076,4,8
592084,2,8
592087,2,4
592088,2,3
592098,1,2
592101,1,1
592105,6,20
592128,2,5
592139,3,4
592144,1,3
592147,1,0
592178,1,1
592203,6,11
592206,2,11
592221,1,1
592225,3,8
592237,3,5
592239,1,2
592240,4,9
592313,5,17
592323,3,7
592341,1,0
592353,2,0
592354,5,36
592357,3,3
592361,3,22
592362,2,0
592414,1,2
592418,1,1
592421,1,2
592431,2,2
592506,2,10
592555,3,11
592591,4,11
592605,1,1
592606,1,2
592611,1,2
592613,3,4
592636,2,4
592650,1,1
592651,1,5
592680,4,10
592681,1,5
592684,3,15
592707,1,2
592710,2,4
592713,1,4
592731,2,5
592735,4,9
592742,4,10
592765,1,1
592770,2,10
592773,2,3
592779,1,3
592811,1,8
592815,2,4
592839,1,2
592841,1,1
592855,2,16
592880,3,5
592889,1,3
592901,3,7
592904,1,6
592909,1,1
592913,2,3
592932,1,1
592933,1,1
592953,2,6
592965,1,3
592968,1,4
592969,1,9
592972,3,3
592987,1,3
592988,1,1
592989,2,2
592992,1,2
593012,4,15
593045,1,4
593046,2,1
593067,1,2
593099,1,10
593190,1,1
593222,1,1
593251,1,0
593270,1,1
593313,1,1
593409,2,15
593416,4,11
593423,4,25
593429,4,11
593434,2,15
593436,1,10
593437,2,5
593438,2,6
593443,7,36
593459,6,34
593543,1,1
593614,1,1
593638,1,3
593640,1,3
593664,8,35
593685,1,1
593692,4,5
593705,3,10
593708,2,10
593709,3,14
593711,1,4
593760,2,8
593762,1,1
593770,3,8
593970,1,1
594045,1,0
594081,1,1
594102,1,1
594297,1,1
594341,1,1
594347,1,2
594417,1,2
594534,1,1
594611,1,3
594625,1,1
594676,1,0
594953,1,0
595033,1,0
595053,1,3
595209,1,1
595247,2,5
595261,4,15
595266,1,1
595267,1,1
595272,1,1
595278,1,1
595288,1,12
595289,6,20
595290,2,8
595292,2,5
595293,2,13
595302,1,4
595306,1,3
595307,4,8
595308,1,3
595309,1,1
595354,1,0
595395,2,1
595398,2,7
595401,1,8
595403,2,2
595409,1,1
595430,1,0
595437,1,0
595443,2,7
595464,1,2
595465,4,10
595471,1,2
595473,1,1
595604,1,2
595636,1,2
595809,1,0
595837,1,2
595874,1,4
596063,1,1
596064,1,3
596067,1,1
596348,2,5
596383,1,2
596441,1,0
596534,1,1
596548,1,1
596863,1,1
596885,4,6
596889,1,5
596933,3,5
596937,1,1
596944,1,1
596951,1,1
596952,3,5
596971,4,14
596973,3,9
596974,3,9
596979,2,6
596982,2,6
597039,1,2
597047,1,6
597054,1,1
597058,3,26
597059,1,7
597075,2,4
597092,2,3
597103,1,1
597126,1,1
597129,4,21
597156,1,1
597169,2,13
597184,2,8
597201,2,5
597203,1,3
597216,1,1
597478,1,2
597493,1,2
597497,1,1
597944,1,2
598096,1,2
598318,1,2
598374,1,2
598451,1,1
598586,2,0
598864,1,1
599025,1,0
599029,1,3
599093,1,1
599126,1,0
599174,3,6
599229,1,0
599241,1,1
599242,1,1
599244,2,4
599245,5,10
599256,2,0
599349,1,0
599731,1,2
599742,1,1
599913,1,1
599983,1,1
599985,1,1
600008,1,3
600261,1,2
600317,1,0
600449,1,3
600451,4,10
600453,5,24
600501,1,2
600502,2,10
600509,1,12
600551,1,5
600567,2,11
600569,5,9
600575,1,1
600606,5,16
600617,1,1
600627,1,1
600634,1,1
600639,1,1
600641,1,3
600670,2,5
600683,3,7
600684,1,1
600686,2,6
600772,1,0
600773,2,6
600776,1,2
600806,2,5
600833,1,1
600839,1,4
600841,1,3
600892,1,3
600897,1,1
600906,2,4
600910,1,1
600913,1,2
600914,3,14
601139,1,1
601140,1,1
601389,1,1
601398,1,3
601469,3,13
601472,1,1
601485,2,5
601503,4,6
601507,1,1
601510,2,4
601526,2,4
601527,2,2
601532,1,1
601559,1,1
601561,2,3
601569,2,3
601627,1,0
601682,1,1
601706,1,1
601712,1,1
601726,1,3
601733,1,1
601735,3,7
601741,1,6
601790,1,2
601791,1,1
601797,1,1
601824,2,4
601833,1,1
601870,4,10
601897,4,5
601933,1,1
601936,2,8
601991,1,1
601994,3,10
602002,1,3
602007,3,14
602065,5,17
602086,2,7
602088,2,9
602090,2,3
602094,1,2
602095,1,2
602107,1,2
602122,1,2
602150,3,9
602151,1,2
602155,1,1
602163,4,1
602164,2,4
602171,1,0
602174,2,5
602175,2,2
602210,2,17
602343,1,1
602349,1,3
602395,1,1
602396,1,3
602420,1,0
602442,1,2
602480,1,1
602485,1,0
602486,1,2
602518,1,1
602525,2,4
602534,6,29
602537,1,6
602541,1,2
602542,1,3
602551,1,1
602577,2,5
602597,1,0
602630,1,1
602642,3,6
602644,2,6
602672,2,2
602754,1,0
602779,1,1
602785,3,7
602793,1,3
602798,1,10
602821,2,5
602856,1,2
602877,1,0
602893,1,2
602914,5,16
602918,2,8
602924,2,5
602939,1,0
602940,3,3
602942,1,1
602943,1,3
602944,1,1
602946,1,2
602952,2,7
602964,1,2
602967,1,3
602970,1,1
602972,1,1
602975,3,6
602976,3,7
603015,3,6
603038,3,8
603040,1,1
603052,1,2
603065,1,1
603068,1,0
603072,3,10
603079,5,18
603080,1,1
603113,1,1
603114,2,5
603144,1,2
603150,1,2
603157,2,3
603159,3,6
603178,1,1
603180,1,1
603182,1,1
603187,1,0
603189,1,0
603190,1,0
603193,1,0
603197,1,0
603237,1,1
603238,1,2
603239,1,2
603240,1,7
603280,1,0
603290,1,4
603321,1,3
603348,1,2
603386,1,1
603389,6,17
603402,1,2
603413,1,5
603428,1,3
603430,2,6
603451,1,1
603540,2,4
603547,1,1
603553,1,1
603556,1,1
603568,1,1
603574,2,2
603584,2,6
603585,1,0
603589,2,5
603591,2,6
603609,1,5
603681,2,9
603682,3,11
603718,1,1
603739,3,6
603742,1,1
603763,3,10
603768,1,1
603793,1,1
603805,1,1
603809,1,3
603844,1,1
603854,1,2
603886,1,4
603888,1,4
603889,1,4
603902,1,4
603903,1,3
603904,1,6
603921,6,10
603923,1,3
603938,2,3
